句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,0.8735,0.2222,0.6513
doubao-seed-2.0-pro,沁园春,寓舍观玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓舍观玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春暮见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春暮见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,檐下观玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,檐下观玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春日见玉兰抒怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春日见玉兰抒怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校中观玉兰感作,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校中观玉兰感作,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校中见玉兰花抒怀,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,校中见玉兰花抒怀,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓楼见玉兰感作,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓楼见玉兰感作,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,玉兰新悟,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,倦倚阑干,deepseek-3.2-thinking,沁园春,见玉兰有感,独倚栏杆,0.9012,0.2500,0.6512
doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,见冰肌缀玉,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,看冰肤莹洁,0.8512,0.2000,0.6512
doubao-seed-2.0-pro,沁园春,校园观玉兰有感,见冰姿玉削,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.8506,0.2000,0.6506
doubao-seed-2.0-pro,沁园春,暮春见玉兰抒怀,信步闲庭,qwen3.6-plus,沁园春,玉兰偶悟,闲阶独步徐旋,0.8505,0.2000,0.6505
deepseek-3.2-thinking,沁园春,玉兰寄怀,玉质冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,琼姿玉骨晶莹,0.8504,0.2000,0.6504
doubao-seed-2.0-pro,沁园春,寓所见玉兰花感作,看素蕊凝霜,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,纵寒凝素萼,0.8503,0.2000,0.6503
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,看玉蕊凝霜,doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,想冰苞凝露,0.8501,0.2000,0.6501
deepseek-3.2-thinking,沁园春,玉兰寄怀,感冰姿玉骨,qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,0.8722,0.2222,0.6500
deepseek-3.2-thinking,沁园春,玉兰新赋,光摇千影,qwen3.6-plus,沁园春,玉兰赋,素影摇光,0.8996,0.2500,0.6496
deepseek-3.2-thinking,沁园春,玉兰新赋,光摇千影,qwen3.6-plus,沁园春,玉兰吟,素影摇光,0.8996,0.2500,0.6496
deepseek-3.2-thinking,沁园春,玉兰新赋,光摇千影,qwen3.6-plus,沁园春,玉阑春望,素影摇光,0.8996,0.2500,0.6496
deepseek-3.2-thinking,沁园春,见玉兰有感,觉尘嚣尽洗,deepseek-3.2-thinking,沁园春,白玉兰吟,洗净烦嚣,0.8713,0.2222,0.6490
qwen3.6-plus,沁园春,见玉兰有感,冰肌自洁,qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,0.8985,0.2500,0.6485
qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,qwen3.6-plus,沁园春,玉兰偶悟,冰肌自洁,0.8985,0.2500,0.6485
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.8693,0.2222,0.6471
deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8693,0.2222,0.6471
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,尘满衣襟,qwen3.6-plus,沁园春,玉兰偶感,满襟尘暗,0.8968,0.2500,0.6468
doubao-seed-2.0-pro,沁园春,寓所观玉兰有感,春衫寒透,qwen3.6-plus,沁园春,玉兰辞,冷透青衫,0.8967,0.2500,0.6467
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,短鬓侵霜,deepseek-3.2-thinking,沁园春,白玉兰赋,风霜侵鬓,0.8966,0.2500,0.6466
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,0.8687,0.2222,0.6465
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,0.8687,0.2222,0.6465
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.8687,0.2222,0.6465
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.8687,0.2222,0.6465
deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8687,0.2222,0.6465
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,见玉兰有感,看清姿玉质,0.8685,0.2222,0.6463
doubao-seed-2.0-pro,沁园春,春暮见玉兰感作,有冰蕤绽玉,deepseek-3.2-thinking,沁园春,玉兰见志,玉兰绽雪,0.8679,0.2222,0.6457
doubao-seed-2.0-pro,沁园春,寓舍观玉兰感怀,有冰蕤绽玉,deepseek-3.2-thinking,沁园春,玉兰见志,玉兰绽雪,0.8679,0.2222,0.6457
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,有冰蕤绽玉,deepseek-3.2-thinking,沁园春,玉兰见志,玉兰绽雪,0.8679,0.2222,0.6457
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,玉兰照夜,看冰肌立雪,0.8678,0.2222,0.6455
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,纵寒凝素萼,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,素苞凝雪,0.8670,0.2222,0.6447
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8941,0.2500,0.6441
deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.8941,0.2500,0.6441
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,素心抱节,deepseek-3.2-thinking,沁园春,见玉兰有感,抱贞心一片,0.8645,0.2222,0.6423
deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.8642,0.2222,0.6420
doubao-seed-2.0-pro,沁园春,校园观玉兰有感,见冰姿玉削,deepseek-3.2-thinking,沁园春,玉兰寄怀,玉质冰肌,0.8640,0.2222,0.6418
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,待磨锋淬胆,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,锋磨新锷,0.8637,0.2222,0.6415
qwen3.6-plus,沁园春,白玉兰叹,独对残檠,gemini-3.1-pro,沁园春,春夜咏白玉兰遣怀,对孤灯独坐,0.8637,0.2222,0.6415
doubao-seed-2.0-pro,沁园春,春日见玉兰有感,见冰姿琢玉,deepseek-3.2-thinking,沁园春,玉兰寄怀,玉质冰肌,0.8629,0.2222,0.6407
deepseek-3.2-thinking,沁园春,玉兰吟,但坚贞自守,qwen3.6-plus,沁园春,春庭玉兰偶得,且抱贞坚,0.8626,0.2222,0.6404
deepseek-3.2-thinking,沁园春,见玉兰有感,冰骨凌霜,deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,0.8622,0.2222,0.6400
doubao-seed-2.0-pro,沁园春,庭前观玉兰作,嫩蕊凝霜,qwen3.6-plus,沁园春,玉兰吟,素葩凝露,0.8897,0.2500,0.6397
doubao-seed-2.0-pro,沁园春,阶前观玉兰感怀,素萼堆琼,doubao-seed-2.0-pro,沁园春,庭中见玉兰感作,琼英堆雪,0.8891,0.2500,0.6391
deepseek-3.2-thinking,沁园春,见玉兰有感,冰骨凌霜,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.8891,0.2500,0.6391
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,霜欺雨打,doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,纵雨欺霜压,0.8612,0.2222,0.6390
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,霜欺雨打,doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,纵雨欺霜压,0.8612,0.2222,0.6390
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,素苞凝雪,deepseek-3.2-thinking,沁园春,见玉兰有感,素蕊含霜,0.8888,0.2500,0.6388
doubao-seed-2.0-pro,沁园春,寓所见玉兰感作,衣沾寒雨,qwen3.6-plus,沁园春,玉兰辞,冷雨沾衣,0.8888,0.2500,0.6388
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨清姿,deepseek-3.2-thinking,沁园春,遇玉兰有感,念冰姿傲骨,0.8610,0.2222,0.6387
deepseek-3.2-thinking,沁园春,见玉兰感怀,玉骨清姿,deepseek-3.2-thinking,沁园春,遇玉兰有感,念冰姿傲骨,0.8610,0.2222,0.6387
doubao-seed-2.0-pro,沁园春,校中观玉兰有感,爱冰肤凝雪,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8606,0.2222,0.6384
deepseek-3.2-thinking,沁园春,遇玉兰有感,光摇月影,qwen3.6-plus,沁园春,玉兰赋,素影摇光,0.8884,0.2500,0.6384
deepseek-3.2-thinking,沁园春,遇玉兰有感,光摇月影,qwen3.6-plus,沁园春,玉兰吟,素影摇光,0.8884,0.2500,0.6384
deepseek-3.2-thinking,沁园春,遇玉兰有感,光摇月影,qwen3.6-plus,沁园春,玉阑春望,素影摇光,0.8884,0.2500,0.6384
deepseek-3.2-thinking,沁园春,玉兰新悟,皎如素月,deepseek-3.2-thinking,沁园春,玉兰赋,素影皎皎,0.8884,0.2500,0.6384
doubao-seed-2.0-pro,沁园春,校园见玉兰花作,素瓣裁云,doubao-seed-2.0-pro,沁园春,檐下观玉兰感作,云裁作瓣,0.8883,0.2500,0.6383
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,闷倚阑干,qwen3.6-plus,沁园春,玉兰偶感,倦倚雕栏,0.8879,0.2500,0.6379
doubao-seed-2.0-pro,沁园春,春暮见檐下玉兰感作,闷倚阑干,qwen3.6-plus,沁园春,玉兰偶感,倦倚雕栏,0.8879,0.2500,0.6379
deepseek-3.2-thinking,沁园春,玉兰新悟,效冰姿玉骨,qwen3.6-plus,沁园春,玉兰树下有感,玉质冰清,0.8601,0.2222,0.6379
doubao-seed-2.0-pro,沁园春,寓舍前观玉兰作,满树琼瑰,doubao-seed-2.0-pro,沁园春,庭中见玉兰作,看琼英缀满,0.8598,0.2222,0.6376
deepseek-3.2-thinking,沁园春,玉兰见志,素影摇风,qwen3.6-plus,沁园春,玉兰花前作,风摇孤影,0.8876,0.2500,0.6376
deepseek-3.2-thinking,沁园春,玉兰感怀,素影摇风,qwen3.6-plus,沁园春,玉兰花前作,风摇孤影,0.8876,0.2500,0.6376
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨清姿,deepseek-3.2-thinking,沁园春,见玉兰有感,悟冰姿玉质,0.8597,0.2222,0.6375
deepseek-3.2-thinking,沁园春,见玉兰感怀,玉骨清姿,deepseek-3.2-thinking,沁园春,见玉兰有感,悟冰姿玉质,0.8597,0.2222,0.6375
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,短鬓侵霜,qwen3.6-plus,沁园春,玉兰吟,星霜欺鬓,0.8873,0.2500,0.6373
doubao-seed-2.0-pro,沁园春,寓楼见玉兰作,叹窗堆卷帙,doubao-seed-2.0-pro,沁园春,春日见玉兰有感,卷牍堆窗,0.8595,0.2222,0.6373
qwen3.6-plus,沁园春,玉兰初绽,残笺旧墨,qwen3.6-plus,沁园春,玉兰庭前悟,倦墨残编,0.8871,0.2500,0.6371
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8593,0.2222,0.6371
doubao-seed-2.0-pro,沁园春,寓阶见玉兰花作,讶冰肌雪魄,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8593,0.2222,0.6371
deepseek-3.2-thinking,沁园春,玉兰咏怀,傲骨凌霜,qwen3.6-plus,沁园春,玉兰辞,任霜风削骨,0.8591,0.2222,0.6368
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,素苞凝雪,deepseek-3.2-thinking,沁园春,见玉兰有感,香凝素萼,0.8867,0.2500,0.6367
deepseek-3.2-thinking,沁园春,见玉兰有感,凌霜傲立,deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,0.8867,0.2500,0.6367
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,有冰姿似玉,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨清姿,0.8589,0.2222,0.6367
doubao-seed-2.0-pro,沁园春,寓舍见玉兰作,有冰姿似玉,deepseek-3.2-thinking,沁园春,见玉兰感怀,玉骨清姿,0.8589,0.2222,0.6367
doubao-seed-2.0-pro,沁园春,庭前观玉兰作,嫩蕊凝霜,doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,素苞凝雪,0.8866,0.2500,0.6366
doubao-seed-2.0-pro,沁园春,校中观玉兰有感,爱冰肤凝雪,deepseek-3.2-thinking,沁园春,玉兰寄怀,玉质冰肌,0.8587,0.2222,0.6365
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8864,0.2500,0.6364
deepseek-3.2-thinking,沁园春,玉兰春醒,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8864,0.2500,0.6364
deepseek-3.2-thinking,沁园春,白玉兰下感怀,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8864,0.2500,0.6364
deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8864,0.2500,0.6364
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,deepseek-3.2-thinking,沁园春,玉兰吟,玉骨冰心,0.8864,0.2500,0.6364
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,deepseek-3.2-thinking,沁园春,玉兰新开,玉骨冰心,0.8864,0.2500,0.6364
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,有冰蕤破萼,qwen3.6-plus,沁园春,玉兰启悟,素萼破寒,0.8585,0.2222,0.6363
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,有冰蕤破萼,qwen3.6-plus,沁园春,玉兰启悟,素萼破寒,0.8585,0.2222,0.6363
doubao-seed-2.0-pro,沁园春,春日见玉兰偶作,有冰蕤破萼,qwen3.6-plus,沁园春,玉兰启悟,素萼破寒,0.8585,0.2222,0.6363
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,短鬓侵霜,deepseek-3.2-thinking,沁园春,见玉兰有感,霜侵鬓角,0.8859,0.2500,0.6359
doubao-seed-2.0-pro,沁园春,寓舍见玉兰花作,短鬓侵霜,deepseek-3.2-thinking,沁园春,玉兰新悟,霜侵鬓角,0.8859,0.2500,0.6359
deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.8571,0.2222,0.6349
deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.8571,0.2222,0.6349
deepseek-3.2-thinking,沁园春,玉兰悟,洗尽尘嚣,deepseek-3.2-thinking,沁园春,玉兰新悟,觉尘烦尽洗,0.8570,0.2222,0.6348
deepseek-3.2-thinking,沁园春,玉兰新悟,觉尘烦尽洗,deepseek-3.2-thinking,沁园春,见玉兰有感,洗尽尘嚣,0.8570,0.2222,0.6348
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨清姿,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.8570,0.2222,0.6347
deepseek-3.2-thinking,沁园春,见玉兰感怀,玉骨清姿,deepseek-3.2-thinking,沁园春,玉兰感怀,想冰肌雪骨,0.8570,0.2222,0.6347
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰咏怀,清姿傲骨,0.8846,0.2500,0.6346
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰见志,清姿傲骨,0.8846,0.2500,0.6346
doubao-seed-2.0-pro,沁园春,寓楼见玉兰作,寒凝素骨,qwen3.6-plus,沁园春,见玉兰有怀,玉骨凝香,0.8846,0.2500,0.6346
qwen3.6-plus,沁园春,玉兰赋,寒窗掩卷,qwen3.6-plus,沁园春,玉兰偶成,卷掩芸窗,0.8841,0.2500,0.6341
doubao-seed-2.0-pro,沁园春,校园见玉兰作,涤尽尘胸,qwen3.6-plus,沁园春,白玉兰偶感,笑尘襟尽涤,0.8561,0.2222,0.6339
doubao-seed-2.0-pro,沁园春,见玉兰感怀,素瓣凝香,deepseek-3.2-thinking,沁园春,白玉兰赋,但香凝素萼,0.8557,0.2222,0.6335
doubao-seed-2.0-pro,沁园春,见玉兰感怀,素瓣凝香,deepseek-3.2-thinking,沁园春,玉兰吟,但香凝素萼,0.8557,0.2222,0.6335
doubao-seed-2.0-pro,沁园春,见玉兰感怀,素瓣凝香,deepseek-3.2-thinking,沁园春,白玉兰赋,但香凝素萼,0.8557,0.2222,0.6335
doubao-seed-2.0-pro,沁园春,阶下见玉兰偶作,有冰姿玉蕊,deepseek-3.2-thinking,沁园春,玉兰寄怀,玉质冰肌,0.8553,0.2222,0.6331
deepseek-3.2-thinking,沁园春,遇玉兰有感,光摇月影,qwen3.6-plus,沁园春,玉兰启思,清影摇光,0.8828,0.2500,0.6328
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,见玉兰有感,冰肌自洁,0.8825,0.2500,0.6325
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,玉兰偶悟,冰肌自洁,0.8825,0.2500,0.6325
deepseek-3.2-thinking,沁园春,玉兰春醒,冰肌素魄,deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,0.8824,0.2500,0.6324
deepseek-3.2-thinking,沁园春,见玉兰有感,冰骨凌霜,deepseek-3.2-thinking,沁园春,玉兰新悟,冰姿傲雪,0.8822,0.2500,0.6322
deepseek-3.2-thinking,沁园春,见玉兰有感,冰骨凌霜,deepseek-3.2-thinking,沁园春,玉兰感怀,冰姿傲雪,0.8822,0.2500,0.6322
